代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,处理状态
600004.SH,白云机场,2008-05-27,10.1734,10.2116,10.357,10.0433,10.334,1476250,19726913,0.1606,1.5789,13.3629,0.2971,6713929600,N/A,15536500000,496960000,0,1150000000,43.0538,2.7924,5.7898,214.309,1
600004.SH,白云机场,2008-05-28,10.334,10.3264,10.7012,10.2422,10.6859,1788906,24572673,0.3519,3.4049,13.7361,0.36,6942531200,N/A,16065500000,496960000,0,1150000000,44.5197,2.8874,5.9869,221.606,1
600004.SH,白云机场,2008-05-29,10.6859,10.6782,10.6782,10.3264,10.334,996258,13703848,-0.3519,-3.2928,13.7553,0.2005,6713929600,N/A,15536500000,496960000,0,1150000000,43.0538,2.7924,5.7898,214.309,1
600004.SH,白云机场,2008-05-30,10.334,10.334,10.5099,10.3034,10.4029,1128684,15310988,0.0688,0.6662,13.5653,0.2271,6758656000,N/A,15640000000,496960000,0,1150000000,43.3406,2.811,5.8283,215.7367,1
600004.SH,白云机场,2008-06-02,10.4029,10.4029,10.4335,10.1657,10.2575,1389989,18657135,-0.1453,-1.3971,13.4225,0.2797,6664233600,N/A,15421500000,496960000,0,1150000000,42.7351,2.7717,5.7469,212.7227,1
600004.SH,白云机场,2008-06-03,10.2575,10.2805,10.3723,9.9898,10.357,2217613,29413198,0.0994,0.9694,13.2634,0.4462,6728838400,N/A,15571000000,496960000,0,1150000000,43.1494,2.7986,5.8026,214.7849,1
600004.SH,白云机场,2008-06-04,10.357,10.2422,10.3417,10.0816,10.3187,1186813,15805341,-0.0382,-0.3693,13.3175,0.2388,6703990400,N/A,15513500000,496960000,0,1150000000,42.99,2.7882,5.7812,213.9918,1
600004.SH,白云机场,2008-06-05,10.3187,10.2499,10.2881,10.0969,10.1887,1113144,14781166,-0.13,-1.2602,13.2788,0.224,6619507200,N/A,15318000000,496960000,0,1150000000,42.4483,2.7531,5.7083,211.2951,1
600004.SH,白云机场,2008-06-06,10.1887,10.2346,10.2499,9.921,9.9821,1565900,20493729,-0.2065,-2.027,13.0875,0.3151,6485328000,N/A,15007500000,496960000,0,1150000000,41.5878,2.6973,5.5926,207.012,1
600004.SH,白云机场,2008-06-10,9.9821,9.615,9.6303,8.9878,8.9954,2753605,33057518,-0.9867,-9.8851,12.0052,0.5541,5844249600,N/A,13524000000,496960000,0,1150000000,37.4769,2.4307,5.0398,186.5488,1
600004.SH,白云机场,2008-06-11,8.9954,8.9419,9.1637,8.6435,9.0184,2025346,23566016,0.0229,0.2551,11.6356,0.4075,5859158400,N/A,13558500000,496960000,0,1150000000,37.5725,2.4369,5.0527,187.0247,1
600004.SH,白云机场,2008-06-12,9.0184,8.9495,9.0031,8.6359,8.7353,2090488,23885911,-0.283,-3.1383,11.426,0.4207,5675283200,N/A,13133000000,496960000,0,1150000000,36.3933,2.3604,4.8941,181.1554,1
600004.SH,白云机场,2008-06-13,8.7353,8.7965,8.8654,8.4906,8.5365,1583526,17932573,-0.1989,-2.2767,11.3245,0.3186,5546073600,N/A,12834000000,496960000,0,1150000000,35.5648,2.3067,4.7827,177.031,1
600004.SH,白云机场,2008-06-16,8.5365,8.6053,8.6894,8.2993,8.4829,2249391,24932993,-0.0535,-0.6272,11.0843,0.4526,5511286400,N/A,12753500000,496960000,0,1150000000,35.3417,2.2922,4.7527,175.9206,1
600004.SH,白云机场,2008-06-17,8.4829,8.3376,8.59,8.0622,8.1846,2932722,31453202,-0.2983,-3.5167,10.7249,0.5901,5317472000,N/A,12305000000,496960000,0,1150000000,34.0988,2.2116,4.5855,169.734,1
600004.SH,白云机场,2008-06-18,8.1846,8.1005,8.6588,7.8174,8.5288,3014561,32856134,0.3442,4.2056,10.8991,0.6066,5541104000,N/A,12822500000,496960000,0,1150000000,35.5329,2.3046,4.7784,176.8724,1
600004.SH,白云机场,2008-06-19,8.5288,8.4906,8.5288,7.6798,7.6951,2396995,25061459,-0.8338,-9.7758,10.4554,0.4823,4999417600,N/A,11569000000,496960000,0,1150000000,32.0593,2.0793,4.3113,159.5817,1
600004.SH,白云机场,2008-06-20,7.6951,7.6951,7.6951,7.6951,7.6951,N/A,N/A,0,0,N/A,N/A,4999417600,N/A,11569000000,496960000,0,1150000000,32.0593,2.0793,4.3113,159.5817,1
600004.SH,白云机场,2008-06-23,7.6951,7.6951,7.9551,7.6492,7.7945,2166896,22061432,0.0994,1.2922,10.1811,0.436,5064022400,N/A,11718500000,496960000,0,1150000000,32.4736,2.1062,4.367,161.6439,1
600004.SH,白云机场,2008-06-24,7.7945,7.7333,8.1999,7.7333,8.1311,1821242,19182261,0.3366,4.318,10.5325,0.3665,5282684800,N/A,12224500000,496960000,0,1150000000,33.8758,2.1971,4.5555,168.6236,1
600004.SH,白云机场,2008-06-25,8.1311,8.1464,8.5288,8.001,8.4676,1868949,20475514,0.3366,4.1392,10.9556,0.3761,5501347200,N/A,12730500000,496960000,0,1150000000,35.278,2.2881,4.7441,175.6033,1
600004.SH,白云机场,2008-06-26,8.4676,8.4829,8.4906,8.2458,8.3605,1753479,19185406,-0.1071,-1.2647,10.9413,0.3528,5431772800,N/A,12569500000,496960000,0,1150000000,34.8318,2.2591,4.6841,173.3825,1
600004.SH,白云机场,2008-06-27,8.3605,8.1081,8.1081,7.7715,7.8327,1358382,14054296,-0.5278,-6.3129,10.3464,0.2733,5088870400,N/A,11776000000,496960000,0,1150000000,32.6329,2.1165,4.3884,162.437,1
600004.SH,白云机场,2008-06-30,7.8327,7.8021,7.9398,7.6874,7.8557,1572064,16004133,0.0229,0.293,10.1803,0.3163,5103779200,N/A,11810500000,496960000,0,1150000000,32.7285,2.1227,4.4013,162.9129,1
600004.SH,白云机场,2008-07-01,7.8557,7.8863,7.9398,7.6492,7.7256,1450515,14635913,-0.13,-1.6553,10.0901,0.2919,5019296000,N/A,11615000000,496960000,0,1150000000,32.1868,2.0876,4.3284,160.2162,1
600004.SH,白云机场,2008-07-02,7.7256,7.7256,7.8786,7.6339,7.8327,1734493,17546942,0.1071,1.3861,10.1165,0.349,5088870400,N/A,11776000000,496960000,0,1150000000,32.6329,2.1165,4.3884,162.437,1
600004.SH,白云机场,2008-07-03,7.8327,7.7256,8.1999,7.6492,8.154,1962487,20587586,0.3213,4.1016,10.4906,0.3949,5297593600,N/A,12259000000,496960000,0,1150000000,33.9714,2.2033,4.5684,169.0995,1
600004.SH,白云机场,2008-07-04,8.154,8.0316,8.2305,8.0316,8.0622,761330,8087336,-0.0918,-1.1257,10.6226,0.1532,5237958400,N/A,12121000000,496960000,0,1150000000,33.589,2.1785,4.517,167.1959,1
600004.SH,白云机场,2008-07-07,8.0622,8.1234,8.5518,8.1081,8.5135,2270686,25056450,0.4513,5.5977,11.0347,0.4569,5531164800,N/A,12799500000,496960000,0,1150000000,35.4692,2.3005,4.7698,176.5551,1
600004.SH,白云机场,2008-07-08,8.5135,8.5671,8.5824,8.3146,8.4064,1909395,20992982,-0.1071,-1.2579,10.9946,0.3842,5461590400,N/A,12638500000,496960000,0,1150000000,35.023,2.2715,4.7098,174.3343,1
600004.SH,白云机场,2008-07-09,8.4064,8.4217,8.6665,8.4217,8.6206,1886719,21124933,0.2142,2.5478,11.1967,0.3797,5600739200,N/A,12960500000,496960000,0,1150000000,35.9153,2.3294,4.8298,178.7759,1
600004.SH,白云机场,2008-07-10,8.6206,8.5135,8.6435,8.46,8.4753,2292888,25572890,-0.1453,-1.6859,11.1531,0.4614,5506316800,N/A,12742000000,496960000,0,1150000000,35.3098,2.2901,4.7484,175.7619,1
600004.SH,白云机场,2008-07-11,8.4753,8.4141,8.46,8.1234,8.1769,1590089,17105626,-0.2983,-3.5199,10.7577,0.32,5312502400,N/A,12293500000,496960000,0,1150000000,34.067,2.2095,4.5812,169.5754,1
600004.SH,白云机场,2008-07-14,8.1769,8.1693,8.4064,8.0699,8.2534,1249802,13419588,0.0765,0.9355,10.7374,0.2515,5362198400,N/A,12408500000,496960000,0,1150000000,34.3857,2.2302,4.6241,171.1617,1
600004.SH,白云机场,2008-07-15,8.2534,8.2458,8.3223,7.9551,7.9857,1967992,20926200,-0.2677,-3.2437,10.6333,0.396,5188262400,N/A,12006000000,496960000,0,1150000000,33.2703,2.1578,4.4741,165.6096,1
600004.SH,白云机场,2008-07-16,7.9857,7.9551,8.0087,7.6951,7.7486,1893736,19396226,-0.2371,-2.9693,10.2423,0.3811,5034204800,N/A,11649500000,496960000,0,1150000000,32.2824,2.0938,4.3413,160.6921,1
600004.SH,白云机场,2008-07-17,7.7486,7.8557,7.9016,7.6339,7.6568,2507683,25363301,-0.0918,-1.1846,10.1142,0.5046,4974569600,N/A,11511500000,496960000,0,1150000000,31.9,2.069,4.2898,158.7885,1
600004.SH,白云机场,2008-07-18,7.6568,7.7104,7.8633,7.6492,7.8557,2361637,23857763,0.1989,2.5974,10.1022,0.4752,5103779200,N/A,11810500000,496960000,0,1150000000,32.7285,2.1227,4.4013,162.9129,1
600004.SH,白云机场,2008-07-21,7.8557,7.8939,8.1922,7.8557,8.154,2176374,22864092,0.2983,3.7975,10.5056,0.4379,5297593600,N/A,12259000000,496960000,0,1150000000,33.9714,2.2033,4.5684,169.0995,1
600004.SH,白云机场,2008-07-22,8.154,8.154,8.2917,8.0775,8.1922,2004707,21452616,0.0382,0.469,10.7011,0.4034,5322441600,N/A,12316500000,496960000,0,1150000000,34.1307,2.2136,4.5898,169.8926,1
600004.SH,白云机场,2008-07-23,8.1922,8.2381,8.3376,8.1234,8.1693,1734361,18752877,-0.0229,-0.2801,10.8126,0.349,5307532800,N/A,12282000000,496960000,0,1150000000,34.0351,2.2074,4.577,169.4167,1
600004.SH,白云机场,2008-07-24,8.1693,8.1999,8.4447,8.1999,8.3911,2158239,23687714,0.2218,2.7154,10.9755,0.4343,5451651200,N/A,12615500000,496960000,0,1150000000,34.9593,2.2674,4.7012,174.017,1
600004.SH,白云机场,2008-07-25,8.3911,8.3376,8.3835,8.2381,8.2381,1364783,14766583,-0.153,-1.8232,10.8197,0.2746,5352259200,N/A,12385500000,496960000,0,1150000000,34.3219,2.226,4.6155,170.8444,1
600004.SH,白云机场,2008-07-28,8.2381,8.3299,8.7047,8.2458,8.5671,4735624,52413633,0.3289,3.9926,11.0679,0.9529,5565952000,N/A,12880000000,496960000,0,1150000000,35.6923,2.3149,4.7998,177.6655,1
600004.SH,白云机场,2008-07-29,8.5671,8.4906,8.6665,8.4217,8.5135,3448725,38651074,-0.0535,-0.625,11.2074,0.694,5531164800,N/A,12799500000,496960000,0,1150000000,35.4692,2.3005,4.7698,176.5551,1
600004.SH,白云机场,2008-07-30,8.5135,8.6588,8.7506,8.4906,8.5212,1514191,17053124,0.0076,0.0898,11.2622,0.3047,5536134400,N/A,12811000000,496960000,0,1150000000,35.501,2.3025,4.7741,176.7137,1
600004.SH,白云机场,2008-07-31,8.5212,8.5365,8.5977,8.0316,8.2611,2411749,26212170,-0.2601,-3.0521,10.8685,0.4853,5367168000,N/A,12420000000,496960000,0,1150000000,34.4175,2.2322,4.6284,171.3203,1
600004.SH,白云机场,2008-08-01,8.2611,8.1158,8.5671,8.1081,8.4676,1401511,15314151,0.2065,2.5,10.9269,0.282,5501347200,N/A,12730500000,496960000,0,1150000000,35.278,2.2881,4.7441,175.6033,1
600004.SH,白云机场,2008-08-04,8.4676,8.46,8.6206,8.3529,8.4217,1609376,17936083,-0.0459,-0.542,11.1447,0.3238,5471529600,N/A,12661500000,496960000,0,1150000000,35.0868,2.2756,4.7184,174.6515,1
600004.SH,白云机场,2008-08-05,8.4217,8.4217,8.7017,8.3828,8.3984,1279018,14053126,-0.0233,-0.277,10.9874,0.2574,5367168000,N/A,12420000000,496960000,0,1150000000,34.4175,2.2322,4.6284,171.3203,1
600004.SH,白云机场,2008-08-06,8.3984,8.4762,8.8961,8.2818,8.8183,4475949,49898982,0.4199,5,11.1482,0.9007,5635526400,N/A,13041000000,496960000,0,1150000000,36.1384,2.3439,4.8598,179.8863,1
600004.SH,白云机场,2008-08-07,8.8183,8.7872,9.0205,8.6317,8.8727,2567036,29188341,0.0544,0.6173,11.3704,0.5165,5670313600,N/A,13121500000,496960000,0,1150000000,36.3615,2.3583,4.8898,180.9967,1
600004.SH,白云机场,2008-08-08,8.8727,8.9039,9.1371,8.3206,8.3517,3336490,37936506,-0.521,-5.872,11.3702,0.6714,5337350400,N/A,12351000000,496960000,0,1150000000,34.2263,2.2198,4.6027,170.3685,1
600004.SH,白云机场,2008-08-11,8.3517,8.4451,8.8883,8.4451,8.7094,6092461,67625720,0.3577,4.2831,11.0999,1.2259,5565952000,N/A,12880000000,496960000,0,1150000000,35.6923,2.3149,4.7998,177.6655,1
600004.SH,白云机场,2008-08-12,8.7094,8.5539,9.4093,8.4762,9.316,8589435,100824914,0.6066,6.9643,11.7382,1.7284,5953580800,N/A,13777000000,496960000,0,1150000000,38.178,2.4761,5.1341,190.0386,1
600004.SH,白云机场,2008-08-13,9.316,9.2538,9.5882,9.0283,9.3316,9132463,109658683,0.0156,0.1669,12.0076,1.8377,5963520000,N/A,13800000000,496960000,0,1150000000,38.2417,2.4803,5.1427,190.3559,1
600004.SH,白云机场,2008-08-14,9.3316,9.2538,9.386,9.0516,9.2071,4120464,48796517,-0.1244,-1.3333,11.8425,0.8291,5884006400,N/A,13616000000,496960000,0,1150000000,37.7318,2.4472,5.0741,187.8178,1
600004.SH,白云机场,2008-08-15,9.2071,9.2693,9.6426,9.176,9.6115,6243130,76541512,0.4044,4.3919,12.2601,1.2563,6142425600,N/A,14214000000,496960000,0,1150000000,39.3889,2.5547,5.2969,196.0666,1
600004.SH,白云机场,2008-08-18,9.6115,9.6582,9.6659,9.0049,9.2227,5148009,62140575,-0.3888,-4.0453,12.0708,1.0359,5893945600,N/A,13639000000,496960000,0,1150000000,37.7955,2.4513,5.0827,188.1351,1
600004.SH,白云机场,2008-08-19,9.2227,9.1216,9.7437,8.9427,9.697,6672670,82062467,0.4744,5.1433,12.2983,1.3427,6197091200,N/A,14340500000,496960000,0,1150000000,39.7395,2.5774,5.3441,197.8115,1
600004.SH,白云机场,2008-08-20,9.697,9.6426,10.2647,9.456,10.0859,11981760,154517004,0.3888,4.0096,12.896,2.411,6445571200,N/A,14915500000,496960000,0,1150000000,41.3329,2.6808,5.5584,205.743,1
600004.SH,白云机场,2008-08-21,10.0859,9.9459,9.9459,9.3316,9.5493,7438694,91658255,-0.5366,-5.32,12.3218,1.4968,6102668800,N/A,14122000000,496960000,0,1150000000,39.134,2.5381,5.2626,194.7975,1
600004.SH,白云机场,2008-08-22,9.5493,9.5882,9.5882,9.0283,9.2927,5931792,70692801,-0.2566,-2.6873,11.9176,1.1936,5938672000,N/A,13742500000,496960000,0,1150000000,38.0824,2.4699,5.1212,189.5628,1
600004.SH,白云机场,2008-08-25,9.2927,9.1371,9.5493,9.1371,9.3316,2509045,30399183,0.0389,0.4184,12.1158,0.5049,5963520000,N/A,13800000000,496960000,0,1150000000,38.2417,2.4803,5.1427,190.3559,1
600004.SH,白云机场,2008-08-26,9.3316,9.0983,9.1994,8.865,9.0516,2918097,33659364,-0.2799,-3,11.5347,0.5872,5784614400,N/A,13386000000,496960000,0,1150000000,37.0944,2.4059,4.9884,184.6452,1
600004.SH,白云机场,2008-08-27,9.0516,8.9272,9.2771,8.9039,9.106,2361972,27598723,0.0544,0.6014,11.6846,0.4753,5819401600,N/A,13466500000,496960000,0,1150000000,37.3175,2.4203,5.0184,185.7556,1
600004.SH,白云机场,2008-08-28,9.106,8.9816,8.9816,8.5539,8.7094,2901248,32622361,-0.3966,-4.3553,11.2443,0.5838,5565952000,N/A,12880000000,496960000,0,1150000000,35.6923,2.3149,4.7998,177.6655,1
600004.SH,白云机场,2008-08-29,8.7094,8.7172,9.1605,8.7172,9.0672,2518255,29093477,0.3577,4.1071,11.553,0.5067,5794553600,N/A,13409000000,496960000,0,1150000000,37.1582,2.41,4.9969,184.9625,1
600004.SH,白云机场,2008-09-01,9.0672,9.0594,9.386,8.935,9.3238,3464139,40784027,0.2566,2.8302,11.7732,0.6971,5958550400,N/A,13788500000,496960000,0,1150000000,38.2098,2.4782,5.1384,190.1973,1
600004.SH,白云机场,2008-09-02,9.3238,9.2227,9.456,8.9194,9.3393,3708635,43678917,0.0156,0.1668,11.7776,0.7463,5968489600,N/A,13811500000,496960000,0,1150000000,38.2736,2.4823,5.1469,190.5145,1
600004.SH,白云机场,2008-09-03,9.3393,9.1916,9.3082,8.8883,9.0905,3156515,37120868,-0.2488,-2.6644,11.7601,0.6352,5809462400,N/A,13443500000,496960000,0,1150000000,37.2538,2.4162,5.0098,185.4384,1
600004.SH,白云机场,2008-09-04,9.0905,8.9116,9.1449,8.7483,9.0127,1903697,21903003,-0.0778,-0.8554,11.5055,0.3831,5759766400,N/A,13328500000,496960000,0,1150000000,36.9351,2.3955,4.9669,183.8521,1
600004.SH,白云机场,2008-09-05,9.0127,8.7561,8.935,8.5617,8.585,1535451,17391283,-0.4277,-4.7455,11.3265,0.309,5486438400,N/A,12696000000,496960000,0,1150000000,35.1824,2.2818,4.7312,175.1274,1
600004.SH,白云机场,2008-09-08,8.585,8.5617,8.7406,7.9163,8.0873,2820734,29792050,-0.4977,-5.7971,10.5618,0.5676,5168384000,N/A,11960000000,496960000,0,1150000000,33.1428,2.1496,4.457,164.9751,1
600004.SH,白云机场,2008-09-09,8.0873,8.0718,8.3206,8.0718,8.2351,1245248,13185802,0.1477,1.8269,10.5889,0.2506,5262806400,N/A,12178500000,496960000,0,1150000000,33.7483,2.1888,4.5384,167.9891,1
600004.SH,白云机场,2008-09-10,8.2351,8.204,8.4606,8.0873,8.3129,947118,10181683,0.0778,0.9443,10.7502,0.1906,5312502400,N/A,12293500000,496960000,0,1150000000,34.067,2.2095,4.5812,169.5754,1
600004.SH,白云机场,2008-09-11,8.3129,8.3595,8.3984,8.1262,8.2351,889733,9435601,-0.0778,-0.9355,10.605,0.179,5262806400,N/A,12178500000,496960000,0,1150000000,33.7483,2.1888,4.5384,167.9891,1
600004.SH,白云机场,2008-09-12,8.2351,8.2351,8.655,8.1729,8.5228,1311656,14336905,0.2877,3.4939,10.9304,0.2639,5446681600,N/A,12604000000,496960000,0,1150000000,34.9274,2.2653,4.697,173.8584,1
600004.SH,白云机场,2008-09-16,8.5228,8.4762,8.8105,8.4451,8.6939,2710115,30263390,0.1711,2.0073,11.1668,0.5453,5556012800,N/A,12857000000,496960000,0,1150000000,35.6285,2.3108,4.7912,177.3483,1
600004.SH,白云机场,2008-09-17,8.6939,8.6161,8.8572,8.5772,8.7406,2326204,26120865,0.0467,0.5367,11.229,0.4681,5585830400,N/A,12926000000,496960000,0,1150000000,35.8197,2.3232,4.817,178.3,1
600004.SH,白云机场,2008-09-18,8.7406,8.6317,8.725,8.2429,8.7094,3708643,40333680,-0.0311,-0.3559,10.8756,0.7463,5565952000,N/A,12880000000,496960000,0,1150000000,35.6923,2.3149,4.7998,177.6655,1
600004.SH,白云机场,2008-09-19,8.7094,9.4093,9.5804,9.176,9.5804,17332050,212221281,0.8709,10,12.2444,3.4876,6122547200,N/A,14168000000,496960000,0,1150000000,39.2615,2.5464,5.2798,195.4321,1
600004.SH,白云机场,2008-09-22,9.5804,9.7126,10.5135,9.2149,9.8837,15113261,191031937,0.3033,3.1656,12.64,3.0411,6316361600,N/A,14616500000,496960000,0,1150000000,40.5043,2.627,5.4469,201.6186,1
600004.SH,白云机场,2008-09-23,9.8837,9.4093,9.5648,9.106,9.1838,3627913,43254509,-0.6999,-7.081,11.9227,0.73,5869097600,N/A,13581500000,496960000,0,1150000000,37.6362,2.441,5.0612,187.3419,1
600004.SH,白云机场,2008-09-24,9.1838,9.0905,9.6426,8.9427,9.5182,2272257,26946477,0.3344,3.641,11.8589,0.4572,6082790400,N/A,14076000000,496960000,0,1150000000,39.0065,2.5299,5.2455,194.163,1
600004.SH,白云机场,2008-09-25,9.5182,9.4249,9.7437,9.3316,9.5882,4086270,50370035,0.07,0.7353,12.3267,0.8223,6127516800,N/A,14179500000,496960000,0,1150000000,39.2933,2.5485,5.2841,195.5907,1
600004.SH,白云机场,2008-09-26,9.5882,9.6815,9.7204,9.316,9.6659,3084616,37900446,0.0778,0.811,12.2869,0.6207,6177212800,N/A,14294500000,496960000,0,1150000000,39.612,2.5691,5.3269,197.177,1
600004.SH,白云机场,2008-10-06,9.6659,9.9848,9.9848,9.3316,9.3471,1223308,14949657,-0.3188,-3.2985,12.2207,0.2462,5973459200,N/A,13823000000,496960000,0,1150000000,38.3054,2.4844,5.1512,190.6732,1
600004.SH,白云机场,2008-10-07,9.3471,9.1838,9.4793,8.5695,9.3704,1464521,17190744,0.0233,0.2496,11.7381,0.2947,5988368000,N/A,13857500000,496960000,0,1150000000,38.401,2.4906,5.1641,191.149,1
600004.SH,白云机场,2008-10-08,9.3704,9.2538,9.5804,9.1216,9.386,1907447,23243887,0.0156,0.166,12.1859,0.3838,5998307200,N/A,13880500000,496960000,0,1150000000,38.4648,2.4947,5.1727,191.4663,1
600004.SH,白云机场,2008-10-09,9.386,9.6037,9.6426,9.2927,9.3238,1082104,13197027,-0.0622,-0.6628,12.1957,0.2177,5958550400,N/A,13788500000,496960000,0,1150000000,38.2098,2.4782,5.1384,190.1973,1
600004.SH,白云机场,2008-10-10,9.3238,9.0205,9.2305,8.8416,9.106,3380597,39248289,-0.2177,-2.3353,11.6099,0.6803,5819401600,N/A,13466500000,496960000,0,1150000000,37.3175,2.4203,5.0184,185.7556,1
600004.SH,白云机场,2008-10-13,9.106,8.9427,9.0205,8.6939,8.9738,4278820,48479862,-0.1322,-1.4518,11.3302,0.861,5734918400,N/A,13271000000,496960000,0,1150000000,36.7758,2.3852,4.9455,183.0589,1
600004.SH,白云机场,2008-10-14,8.9738,9.1216,9.2849,8.585,8.6006,2681286,30923162,-0.3733,-4.1594,11.533,0.5395,5496377600,N/A,12719000000,496960000,0,1150000000,35.2461,2.286,4.7398,175.4447,1
600004.SH,白云机场,2008-10-15,8.6006,8.5928,8.7639,8.5617,8.7483,1428361,15957119,0.1477,1.7179,11.1716,0.2874,5590800000,N/A,12937500000,496960000,0,1150000000,35.8516,2.3253,4.8212,178.4587,1
600004.SH,白云机场,2008-10-16,8.7483,8.4762,8.4762,7.9785,8.0096,3257454,34613001,-0.7387,-8.4444,10.6258,0.6555,5118688000,N/A,11845000000,496960000,0,1150000000,32.8241,2.1289,4.4141,163.3888,1
600004.SH,白云机场,2008-10-17,8.0096,8.0407,8.1262,7.2086,7.2397,6882459,66328538,-0.7699,-9.6117,9.6373,1.3849,4626697600,N/A,10706500000,496960000,0,1150000000,29.6692,1.9243,3.9898,147.6844,1
600004.SH,白云机场,2008-10-20,7.2397,7.0064,7.1931,6.6876,7.0842,6001303,53098548,-0.1555,-2.1482,8.8478,1.2076,4527305600,N/A,10476500000,496960000,0,1150000000,29.0318,1.8829,3.9041,144.5119,1
600004.SH,白云机场,2008-10-21,7.0842,7.092,7.1386,6.8431,7.0764,5141688,46344006,-0.0078,-0.1098,9.0134,1.0346,4522336000,N/A,10465000000,496960000,0,1150000000,29,1.8809,3.8998,144.3532,1
600004.SH,白云机场,2008-10-22,7.0764,7.0764,7.0764,6.7109,6.9287,3439346,30673173,-0.1477,-2.0879,8.9183,0.6921,4427913600,N/A,10246500000,496960000,0,1150000000,28.3945,1.8416,3.8184,141.3393,1
600004.SH,白云机场,2008-10-23,6.9287,6.7809,7.0531,6.6643,6.952,1959017,17374101,0.0233,0.3367,8.8688,0.3942,4442822400,N/A,10281000000,496960000,0,1150000000,28.4901,1.8478,3.8313,141.8152,1
600004.SH,白云机场,2008-10-24,6.952,6.9987,6.9987,6.6098,6.7032,3425388,29819151,-0.2488,-3.5794,8.7053,0.6893,4283795200,N/A,9913000000,496960000,0,1150000000,27.4703,1.7817,3.6941,136.739,1
600004.SH,白云机场,2008-10-27,6.7032,6.5243,6.5321,6.0344,6.0577,3015467,24432077,-0.6454,-9.6288,8.1023,0.6068,3871318400,N/A,8958500000,496960000,0,1150000000,24.8252,1.6101,3.3384,123.5727,1
600004.SH,白云机场,2008-10-28,6.0577,5.9877,6.2832,5.8478,6.221,3880753,30848436,0.1633,2.6958,7.9491,0.7809,3975680000,N/A,9200000000,496960000,0,1150000000,25.4945,1.6535,3.4284,126.9039,1
600004.SH,白云机场,2008-10-29,6.221,6.3377,6.3688,6.1044,6.1044,4378611,34873103,-0.1166,-1.875,7.9644,0.8811,3901136000,N/A,9027500000,496960000,0,1150000000,25.0164,1.6225,3.3642,124.5245,1
600004.SH,白云机场,2008-10-30,6.1044,6.0966,6.2055,5.6456,5.8011,9046193,69188800,-0.3033,-4.9682,7.6484,1.8203,3707321600,N/A,8579000000,496960000,0,1150000000,23.7736,1.5419,3.197,118.3379,1
600004.SH,白云机场,2008-10-31,5.8011,5.7467,5.8322,5.3734,5.5756,8505224,60895911,-0.2255,-3.8874,7.1598,1.7115,3563203200,N/A,8245500000,496960000,0,1150000000,22.8494,1.482,3.0727,113.7377,1
600004.SH,白云机场,2008-11-03,5.5756,5.56,5.5989,5.4434,5.5445,2235674,15908944,-0.0311,-0.5579,7.1159,0.4499,3543324800,N/A,8199500000,496960000,0,1150000000,22.7219,1.4737,3.0556,113.1031,1
600004.SH,白云机场,2008-11-04,5.5445,5.5289,5.6689,5.4434,5.63,1988220,14266070,0.0855,1.5428,7.1753,0.4001,3597990400,N/A,8326000000,496960000,0,1150000000,23.0725,1.4964,3.1027,114.8481,1
600004.SH,白云机场,2008-11-05,5.63,5.63,6.0344,5.63,6.0033,5892174,44656266,0.3733,6.6298,7.5789,1.1856,3836531200,N/A,8878000000,496960000,0,1150000000,24.6022,1.5956,3.3084,122.4623,1
600004.SH,白云机场,2008-11-06,6.0033,5.8011,5.98,5.7933,5.8555,1642874,12406342,-0.1477,-2.4611,7.5516,0.3306,3742108800,N/A,8659500000,496960000,0,1150000000,23.9967,1.5564,3.227,119.4483,1
600004.SH,白云机场,2008-11-07,5.8555,5.7933,5.91,5.7234,5.9022,2823968,21150329,0.0467,0.7968,7.4896,0.5682,3771926400,N/A,8728500000,496960000,0,1150000000,24.1879,1.5688,3.2527,120.4001,1
600004.SH,白云机场,2008-11-10,5.9022,5.9877,6.221,5.8867,6.1744,11207695,86680236,0.2722,4.6113,7.734,2.2553,3945862400,N/A,9131000000,496960000,0,1150000000,25.3033,1.6411,3.4027,125.9522,1
600004.SH,白云机场,2008-11-11,6.1744,6.0266,6.1122,5.8789,5.8789,7962165,61483735,-0.2955,-4.7859,7.722,1.6022,3757017600,N/A,8694000000,496960000,0,1150000000,24.0923,1.5626,3.2399,119.9242,1
600004.SH,白云机场,2008-11-12,5.8789,5.8011,5.9022,5.7311,5.8244,4000144,29810164,-0.0544,-0.9259,7.4523,0.8049,3722230400,N/A,8613500000,496960000,0,1150000000,23.8692,1.5481,3.2099,118.8138,1
600004.SH,白云机场,2008-11-13,5.8244,5.7778,6.1122,5.7389,6.0266,8679781,66725155,0.2022,3.4713,7.6874,1.7466,3851440000,N/A,8912500000,496960000,0,1150000000,24.6978,1.6018,3.3213,122.9382,1
600004.SH,白云机场,2008-11-14,6.0266,6.0733,6.4388,6.0344,6.4154,10366064,83255762,0.3888,6.4516,8.0316,2.0859,4099920000,N/A,9487500000,496960000,0,1150000000,26.2912,1.7052,3.5356,130.8697,1
